"INDIVIDUO","PLOT","ROW","COL","TIPO","GEN","PLANTA","geo_coordinates","Altura De Planta (cm)","Altura De Cápsulas","Número De Ramificações","Número De Plantas D","Número De Plantas M","Massa De Cápsula","Cápsulas","Massa De Grãos","Grãos - contagem","Grãos - Cor","Obs","Colheita","Florescimento Inicial","Florescimento Final","Severidade De Doenças","Acamamento","Cor Do grãos","Foto MMG","Massa MMG","RGB"
"127","26","2","11","DOURADA","G92","P2","","77","39","5",,,"3.14","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FC%C3%A1psulas%2F127_C%C3%A1psulas_1_2024-02-28-04-57-37.jpg","2.28","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20contagem%2F127_Gr%C3%A3os%20-%20contagem_1_2024-02-28-05-02-38.jpg",,,,,,,,,,,
"128","26","2","11","DOURADA","G92","P3","","70","36","2",,,"2.48","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FC%C3%A1psulas%2F128_C%C3%A1psulas_1_2024-02-28-04-58-17.jpg","1.88","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20contagem%2F128_Gr%C3%A3os%20-%20contagem_1_2024-02-28-05-03-55.jpg",,,,,,,,,,,
"129","26","2","11","DOURADA","G92","P4","","81","45","5",,,"6.06","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FC%C3%A1psulas%2F129_C%C3%A1psulas_1_2024-02-28-04-58-54.jpg","4.84","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20contagem%2F129_Gr%C3%A3os%20-%20contagem_1_2024-02-28-05-05-17.jpg",,,,,,,,,,,
"130","26","2","11","DOURADA","G92","P5","",,,,,,,,,,,,,,,,,,,,
"131","27","2","12","DOURADA","G93","P1","","79","43",,,,,,"1","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20contagem%2F131_Gr%C3%A3os%20-%20contagem_1_2023-10-26-05-09-40.jpg","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20Cor%2F131_Gr%C3%A3os%20-%20Cor_1_2023-10-26-05-10-34.jpg",,,,,,,,,,
"132","27","2","12","DOURADA","G93","P2","","84","49",,,,"2.37","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FC%C3%A1psulas%2F132_C%C3%A1psulas_1_2023-10-26-04-46-29.jpg","1.77","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20contagem%2F132_Gr%C3%A3os%20-%20contagem_1_2023-10-26-05-11-59.jpg","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20Cor%2F132_Gr%C3%A3os%20-%20Cor_1_2023-10-26-05-13-00.jpg",,,,,,,,,,
"133","27","2","12","DOURADA","G93","P3","","84","40","1",,,,,,,,"content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2Faudio%2F133%202023-10-26-05-13-53.mp4",,,,,,,,,
"134","27","2","12","DOURADA","G93","P4","","87","35","3","14",,"3.15","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FC%C3%A1psulas%2F134_C%C3%A1psulas_1_2023-10-26-04-47-59.jpg","1.95","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20contagem%2F134_Gr%C3%A3os%20-%20contagem_1_2023-10-26-05-14-08.jpg","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20Cor%2F134_Gr%C3%A3os%20-%20Cor_1_2023-10-26-05-14-41.jpg",,,,,,,,,,
"135","27","2","12","DOURADA","G93","P5","","75","32","3",,,"1.57","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FC%C3%A1psulas%2F135_C%C3%A1psulas_1_2023-10-26-04-49-55.jpg","1.06","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20contagem%2F135_Gr%C3%A3os%20-%20contagem_1_2023-10-26-05-15-41.jpg","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20Cor%2F135_Gr%C3%A3os%20-%20Cor_1_2023-10-26-05-16-41.jpg",,,,,,,,,,
"136","28","2","13","DOURADA","G108","P1","","90","69","2",,,"1.72","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FC%C3%A1psulas%2F136_C%C3%A1psulas_1_2024-02-29-10-34-40.jpg","1.2","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20contagem%2F136_Gr%C3%A3os%20-%20contagem_1_2024-02-29-10-46-18.jpg",,,,,,,,,,,
"137","28","2","13","DOURADA","G108","P2","","87","49","4",,,"3.14","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FC%C3%A1psulas%2F137_C%C3%A1psulas_1_2024-02-29-10-36-07.jpg","2.48","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20contagem%2F137_Gr%C3%A3os%20-%20contagem_1_2024-02-29-10-46-44.jpg",,,,,,,,,,,
"138","28","2","13","DOURADA","G108","P3","","88","41","3",,,"2.25","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FC%C3%A1psulas%2F138_C%C3%A1psulas_1_2024-02-29-10-37-00.jpg","1.58","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20contagem%2F138_Gr%C3%A3os%20-%20contagem_1_2024-02-29-10-47-07.jpg",,,,,,,,,,,
"139","28","2","13","DOURADA","G108","P4","","101","59","4",,,"2.77","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FC%C3%A1psulas%2F139_C%C3%A1psulas_1_2024-02-29-10-37-45.jpg","2.05","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20contagem%2F139_Gr%C3%A3os%20-%20contagem_1_2024-02-29-10-47-31.jpg",,,,,,,,,,,
"140","28","2","13","DOURADA","G108","P5","","103","66","4",,,"3.95","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FC%C3%A1psulas%2F140_C%C3%A1psulas_1_2024-02-29-10-38-39.jpg","3.09","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20contagem%2F140_Gr%C3%A3os%20-%20contagem_1_2024-02-29-10-47-59.jpg",,,,,,,,,,,
"141","29","2","14","DOURADA","G133","P1","",,,,,,,,,,,,,,,,,,,,
"142","29","2","14","DOURADA","G133","P2","",,,,,,,,,,,,,,,,,,,,
"143","29","2","14","DOURADA","G133","P3","",,,,,,,,,,,,,,,,,,,,
"144","29","2","14","DOURADA","G133","P4","",,,,,,,,,,,,,,,,,,,,
"145","29","2","14","DOURADA","G133","P5","",,,,,,,,,,,,,,,,,,,,
"146","30","2","15","DOURADA","G144","P1","",,,,,,,,,,,,,,,,,,,,
"147","30","2","15","DOURADA","G144","P2","",,,,,,,,,,,,,,,,,,,,
"148","30","2","15","DOURADA","G144","P3","",,,,,,,,,,,,,,,,,,,,
"149","30","2","15","DOURADA","G144","P4","",,,,,,,,,,,,,,,,,,,,
"150","30","2","15","DOURADA","G144","P5","",,,,,,,,,,,,,,,,,,,,
"151","31","3","1","DOURADA","G145","P1","","92","50","4",,,"4.13","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FC%C3%A1psulas%2F151_C%C3%A1psulas_1_2024-02-17-12-15-16.jpg","3.02","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20contagem%2F151_Gr%C3%A3os%20-%20contagem_1_2024-02-17-01-00-18.jpg","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20Cor%2F151_Gr%C3%A3os%20-%20Cor_1_2024-02-17-01-00-45.jpg",,,,,,,,,,
"152","31","3","1","DOURADA","G145","P2","","108","59","4",,,"5.84","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FC%C3%A1psulas%2F152_C%C3%A1psulas_1_2024-02-17-12-17-18.jpg","4.16","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20contagem%2F152_Gr%C3%A3os%20-%20contagem_1_2024-02-17-12-57-50.jpg","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20Cor%2F152_Gr%C3%A3os%20-%20Cor_1_2024-02-17-12-58-03.jpg",,,,,,,,,,
"153","31","3","1","DOURADA","G145","P3","","94","55",,,,"2.15","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FC%C3%A1psulas%2F153_C%C3%A1psulas_1_2024-02-17-12-18-51.jpg","1.76","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20contagem%2F153_Gr%C3%A3os%20-%20contagem_1_2024-02-17-12-57-00.jpg","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20Cor%2F153_Gr%C3%A3os%20-%20Cor_1_2024-02-17-12-57-10.jpg",,,,,,,,,,
"154","31","3","1","DOURADA","G145","P4","","100","63","3",,,"6.5","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FC%C3%A1psulas%2F154_C%C3%A1psulas_1_2024-02-17-12-36-09.jpg","5.08","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20contagem%2F154_Gr%C3%A3os%20-%20contagem_1_2024-02-17-12-56-16.jpg","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20Cor%2F154_Gr%C3%A3os%20-%20Cor_1_2024-02-17-12-56-25.jpg",,,,,,,,,,
"155","31","3","1","DOURADA","G145","P5","","88","54","5",,,"4.73","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FC%C3%A1psulas%2F155_C%C3%A1psulas_1_2024-02-17-12-38-41.jpg","3.61","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20contagem%2F155_Gr%C3%A3os%20-%20contagem_1_2024-02-17-12-52-45.jpg","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20Cor%2F155_Gr%C3%A3os%20-%20Cor_1_2024-02-17-12-55-38.jpg",,,,,,,,,,
"156","32","3","2","DOURADA","G148","P1","","87","45","2","3",,"3.2","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FC%C3%A1psulas%2F156_C%C3%A1psulas_1_2023-12-17-12-34-39.jpg","2.38","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20contagem%2F156_Gr%C3%A3os%20-%20contagem_1_2023-12-17-12-47-22.jpg","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20Cor%2F156_Gr%C3%A3os%20-%20Cor_1_2023-12-17-12-47-36.jpg","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2Faudio%2F156%202023-12-17-12-47-39.mp4",,,,,,,,,
"157","32","3","2","DOURADA","G148","P2","","79","43","2",,,"2.10","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FC%C3%A1psulas%2F157_C%C3%A1psulas_1_2023-12-17-12-37-02.jpg","0.98","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20contagem%2F157_Gr%C3%A3os%20-%20contagem_1_2023-12-17-12-49-19.jpg","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20Cor%2F157_Gr%C3%A3os%20-%20Cor_1_2023-12-17-12-49-35.jpg",,,,,,,,,,
"158","32","3","2","DOURADA","G148","P3","","82.5","39.5","3",,,"4.65","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FC%C3%A1psulas%2F158_C%C3%A1psulas_1_2023-12-17-12-39-31.jpg","3.25","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20contagem%2F158_Gr%C3%A3os%20-%20contagem_1_2023-12-17-12-55-45.jpg","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20Cor%2F158_Gr%C3%A3os%20-%20Cor_1_2023-12-17-12-55-55.jpg",,,,,,,,,,
"159","32","3","2","DOURADA","G148","P4","",,,,,,,,,,,,,,,,,,,,
"160","32","3","2","DOURADA","G148","P5","",,,,,,,,,,,,,,,,,,,,
"161","33","3","3","DOURADA","G149","P1","",,,,,,,,,,,,,,,,,,,,
"162","33","3","3","DOURADA","G149","P2","",,,,,,,,,,,,,,,,,,,,
"163","33","3","3","DOURADA","G149","P3","",,,,,,,,,,,,,,,,,,,,
"164","33","3","3","DOURADA","G149","P4","",,,,,,,,,,,,,,,,,,,,
"165","33","3","3","DOURADA","G149","P5","",,,,,,,,,,,,,,,,,,,,
"166","34","3","4","DOURADA","G150","P1","",,,,,,,,,,,,,,,,,,,,
"167","34","3","4","DOURADA","G150","P2","",,,,,,,,,,,,,,,,,,,,
"168","34","3","4","DOURADA","G150","P3","",,,,,,,,,,,,,,,,,,,,
"169","34","3","4","DOURADA","G150","P4","",,,,,,,,,,,,,,,,,,,,
"170","34","3","4","DOURADA","G150","P5","",,,,,,,,,,,,,,,,,,,,
"171","35","3","5","DOURADA","G195","P1","","94","52","2","3",,"1.75","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FC%C3%A1psulas%2F171_C%C3%A1psulas_1_2023-12-20-06-48-10.jpg","1.04","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20contagem%2F171_Gr%C3%A3os%20-%20contagem_1_2023-12-20-06-52-02.jpg","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20Cor%2F171_Gr%C3%A3os%20-%20Cor_1_2023-12-20-06-52-17.jpg",,,,,,,,,,
"172","35","3","5","DOURADA","G195","P2","","85","44","3",,,"2.1","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FC%C3%A1psulas%2F172_C%C3%A1psulas_1_2023-12-20-06-58-42.jpg","1.8","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20contagem%2F172_Gr%C3%A3os%20-%20contagem_1_2023-12-20-07-03-08.jpg","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20Cor%2F172_Gr%C3%A3os%20-%20Cor_1_2023-12-20-07-03-17.jpg",,,,,,,,,,
"173","35","3","5","DOURADA","G195","P3","","102","53","3",,,"1.25","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FC%C3%A1psulas%2F173_C%C3%A1psulas_1_2023-12-20-07-09-27.jpg",".9","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20contagem%2F173_Gr%C3%A3os%20-%20contagem_1_2023-12-20-07-13-22.jpg","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20Cor%2F173_Gr%C3%A3os%20-%20Cor_1_2023-12-20-07-13-41.jpg",,,,,,,,,,
"174","35","3","5","DOURADA","G195","P4","",,,,,,,,,,,,,,,,,,,,
"175","35","3","5","DOURADA","G195","P5","",,,,,,,,,,,,,,,,,,,,
"176","36","3","6","DOURADA","G197","P1","",,,,,,,,,,,,,,,,,,,,
"177","36","3","6","DOURADA","G197","P2","",,,,,,,,,,,,,,,,,,,,
"178","36","3","6","DOURADA","G197","P3","",,,,,,,,,,,,,,,,,,,,
"179","36","3","6","DOURADA","G197","P4","",,,,,,,,,,,,,,,,,,,,
"180","36","3","6","DOURADA","G197","P5","",,,,,,,,,,,,,,,,,,,,
"181","37","3","7","DOURADA","G200","P1","","75","46","1","15",,"0.47","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FC%C3%A1psulas%2F181_C%C3%A1psulas_1_2024-01-29-12-05-10.jpg","0.64","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20contagem%2F181_Gr%C3%A3os%20-%20contagem_1_2023-11-10-05-36-49.jpg","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20Cor%2F181_Gr%C3%A3os%20-%20Cor_1_2023-11-10-05-41-30.jpg",,,,,,,,,,
"182","37","3","7","DOURADA","G200","P2","","73","34","3","15",,"0.92","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FC%C3%A1psulas%2F182_C%C3%A1psulas_1_2024-01-29-12-05-50.jpg","0.99","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20contagem%2F182_Gr%C3%A3os%20-%20contagem_1_2023-11-10-05-42-22.jpg","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20Cor%2F182_Gr%C3%A3os%20-%20Cor_1_2023-11-10-05-42-43.jpg",,,,,,,,,,
"183","37","3","7","DOURADA","G200","P3","","70","46",,"15",,"1.76","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FC%C3%A1psulas%2F183_C%C3%A1psulas_1_2024-01-29-12-06-23.jpg","0.26","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20contagem%2F183_Gr%C3%A3os%20-%20contagem_1_2023-11-10-05-43-38.jpg","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20Cor%2F183_Gr%C3%A3os%20-%20Cor_1_2023-11-10-05-43-50.jpg",,,,,,,,,,
"184","37","3","7","DOURADA","G200","P4","","72","43","3","15",,"1.13","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FC%C3%A1psulas%2F184_C%C3%A1psulas_1_2024-01-29-12-07-24.jpg","0.34","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20contagem%2F184_Gr%C3%A3os%20-%20contagem_1_2023-11-10-05-44-50.jpg","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20Cor%2F184_Gr%C3%A3os%20-%20Cor_1_2023-11-10-05-45-02.jpg",,,,,,,,,,
"185","37","3","7","DOURADA","G200","P5","","46","47","1","15",,"1.03","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FC%C3%A1psulas%2F185_C%C3%A1psulas_1_2024-01-29-12-08-07.jpg","0.42","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20contagem%2F185_Gr%C3%A3os%20-%20contagem_1_2023-11-10-05-45-54.jpg","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20Cor%2F185_Gr%C3%A3os%20-%20Cor_1_2023-11-10-05-46-02.jpg",,,,,,,,,,
"186","38","3","8","DOURADA","G203","P1","","70","42","2",,,"0.78","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FC%C3%A1psulas%2F186_C%C3%A1psulas_1_2023-11-10-05-13-24.jpg","0.33","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20contagem%2F186_Gr%C3%A3os%20-%20contagem_1_2024-01-29-12-10-51.jpg","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20Cor%2F186_Gr%C3%A3os%20-%20Cor_1_2024-01-29-12-11-04.jpg",,,,,,,,,,
"187","38","3","8","DOURADA","G203","P2","","66","35","2",,,"1.32","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FC%C3%A1psulas%2F187_C%C3%A1psulas_1_2023-11-10-05-14-26.jpg","0.66","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20contagem%2F187_Gr%C3%A3os%20-%20contagem_1_2024-01-29-12-13-24.jpg","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20Cor%2F187_Gr%C3%A3os%20-%20Cor_1_2024-01-29-12-13-40.jpg",,,,,,,,,,
"188","38","3","8","DOURADA","G203","P3","","74","50","3",,,"0.43","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FC%C3%A1psulas%2F188_C%C3%A1psulas_1_2023-11-10-05-15-31.jpg","1.3","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20contagem%2F188_Gr%C3%A3os%20-%20contagem_1_2024-01-29-12-17-25.jpg","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20Cor%2F188_Gr%C3%A3os%20-%20Cor_1_2024-01-29-12-17-51.jpg",,,,,,,,,,
"189","38","3","8","DOURADA","G203","P4","","74","50","2",,,"0.50","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FC%C3%A1psulas%2F189_C%C3%A1psulas_1_2023-11-10-05-17-03.jpg","0.83","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20contagem%2F189_Gr%C3%A3os%20-%20contagem_1_2024-01-29-12-20-39.jpg","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20Cor%2F189_Gr%C3%A3os%20-%20Cor_1_2024-01-29-12-20-50.jpg",,,,,,,,,,
"190","38","3","8","DOURADA","G203","P5","","74","50","2",,,"0.62","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FC%C3%A1psulas%2F190_C%C3%A1psulas_1_2023-11-10-05-18-17.jpg","0.8","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20contagem%2F190_Gr%C3%A3os%20-%20contagem_1_2024-01-29-12-23-42.jpg","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20Cor%2F190_Gr%C3%A3os%20-%20Cor_1_2024-01-29-12-23-52.jpg",,,,,,,,,,
